freq_aligo,totalnoise_aligo,totalnoise_baseline,totalnoise_best
5.77350e+00,2.04163e-09,7.50583e-11,2.10065e-13
5.78620e+00,2.03268e-09,7.47803e-11,2.09797e-13
5.79893e+00,2.02378e-09,7.45026e-11,2.09532e-13
5.81169e+00,2.01491e-09,7.42251e-11,2.09273e-13
5.82447e+00,2.00608e-09,7.39478e-11,2.09010e-13
5.83728e+00,1.99729e-09,7.36708e-11,2.08760e-13
5.85012e+00,1.98853e-09,7.33940e-11,2.08504e-13
5.86299e+00,1.97982e-09,7.31175e-11,2.08256e-13
5.87589e+00,1.97114e-09,7.28413e-11,2.08014e-13
5.88881e+00,1.96251e-09,7.25653e-11,2.07764e-13
5.90176e+00,1.95391e-09,7.22896e-11,2.07520e-13
5.91475e+00,1.94534e-09,7.20141e-11,2.07285e-13
5.92776e+00,1.93682e-09,7.17390e-11,2.07048e-13
5.94079e+00,1.92833e-09,7.14641e-11,2.06815e-13
5.95386e+00,1.91988e-09,7.11894e-11,2.06584e-13
5.96696e+00,1.91147e-09,7.09151e-11,2.06350e-13
5.98008e+00,1.90309e-09,7.06410e-11,2.06131e-13
5.99324e+00,1.89475e-09,7.03672e-11,2.05901e-13
6.00642e+00,1.88645e-09,7.00938e-11,2.05680e-13
6.01963e+00,1.87818e-09,6.98206e-11,2.05462e-13
6.03287e+00,1.86995e-09,6.95477e-11,2.05247e-13
6.04614e+00,1.86176e-09,6.92751e-11,2.05032e-13
6.05944e+00,1.85360e-09,6.90028e-11,2.04816e-13
6.07277e+00,1.84548e-09,6.87308e-11,2.04608e-13
6.08613e+00,1.83739e-09,6.84591e-11,2.04398e-13
6.09952e+00,1.82934e-09,6.81878e-11,2.04194e-13
6.11293e+00,1.82132e-09,6.79167e-11,2.03991e-13
6.12638e+00,1.81334e-09,6.76460e-11,2.03788e-13
6.13986e+00,1.80540e-09,6.73756e-11,2.03587e-13
6.15336e+00,1.79749e-09,6.71055e-11,2.03387e-13
6.16690e+00,1.78961e-09,6.68358e-11,2.03194e-13
6.18046e+00,1.78177e-09,6.65663e-11,2.03001e-13
6.19406e+00,1.77396e-09,6.62972e-11,2.02809e-13
6.20768e+00,1.76619e-09,6.60285e-11,2.02620e-13
6.22134e+00,1.75845e-09,6.57601e-11,2.02431e-13
6.23502e+00,1.75074e-09,6.54920e-11,2.02244e-13
6.24873e+00,1.74307e-09,6.52243e-11,2.02061e-13
6.26248e+00,1.73543e-09,6.49569e-11,2.01877e-13
6.27626e+00,1.72783e-09,6.46899e-11,2.01696e-13
6.29006e+00,1.72026e-09,6.44232e-11,2.01518e-13
6.30390e+00,1.71272e-09,6.41569e-11,2.01342e-13
6.31776e+00,1.70522e-09,6.38910e-11,2.01166e-13
6.33166e+00,1.69775e-09,6.36254e-11,2.00992e-13
6.34559e+00,1.69031e-09,6.33602e-11,2.00819e-13
6.35954e+00,1.68290e-09,6.30953e-11,2.00649e-13
6.37353e+00,1.67553e-09,6.28309e-11,2.00480e-13
6.38755e+00,1.66819e-09,6.25668e-11,2.00314e-13
6.40160e+00,1.66088e-09,6.23031e-11,2.00148e-13
6.41568e+00,1.65360e-09,6.20397e-11,1.99983e-13
6.42980e+00,1.64635e-09,6.17768e-11,1.99820e-13
6.44394e+00,1.63914e-09,6.15142e-11,1.99658e-13
6.45811e+00,1.63196e-09,6.12521e-11,1.99500e-13
6.47232e+00,1.62481e-09,6.09903e-11,1.99341e-13
6.48656e+00,1.61769e-09,6.07289e-11,1.99185e-13
6.50082e+00,1.61060e-09,6.04680e-11,1.99027e-13
6.51512e+00,1.60354e-09,6.02074e-11,1.98874e-13
6.52946e+00,1.59652e-09,5.99473e-11,1.98721e-13
6.54382e+00,1.58952e-09,5.96875e-11,1.98570e-13
6.55821e+00,1.58256e-09,5.94282e-11,1.98420e-13
6.57264e+00,1.57563e-09,5.91693e-11,1.98272e-13
6.58709e+00,1.56872e-09,5.89108e-11,1.98125e-13
6.60158e+00,1.56185e-09,5.86527e-11,1.97979e-13
